,Compagnie d'assurance,Date de création,Nom et Prénom Assuré /Raison Sociale,Immatriculation Véhicule assuré,Mode de gestion,Garantie impliquée,Chargé réparation,Marque,Réparateur,Expert,Compagnie adverse,Accord VR (Véhicule de remplacement),Agence,Agent,Cas de barème,Chargé acceptation,Code agence,Date Accident,Date acceptation,Date accord (SST),Date demande,Etape Dossier,Etat d'approbation,Immatriculation tiers,Montant total devis,Nom et Prénom tiers /Raison Sociale,Numero sinistre,Numéro de contrat,Point Choc,Position GA,SST,Nbr réclamations antérieures,Day Accident,Month Accident,Year Accident,Day demande,Month demande,Year demande,Retard reclamation,Fraud
328,8,282,1011,439,1,5,7,23,10,22,16,0,38,39,5,1,10,247,728,48,178,15,0,479,517,184,657,143,30,1,1,0,15,11,0,16,11,0,1,0
329,8,278,531,583,1,5,5,39,64,6,5,1,15,15,15,0,6,28,281,438,25,16,0,807,382,200,656,861,20,1,4,0,0,4,0,2,4,0,2,0
330,8,293,190,839,1,5,6,29,33,21,2,0,31,32,0,1,12,244,619,197,177,16,0,560,270,427,655,21,4,1,1,0,10,11,0,15,11,0,45,0
331,8,307,643,245,3,3,6,32,6,11,3,1,31,32,1,1,12,243,620,73,177,16,0,780,245,273,654,953,5,1,1,0,9,11,0,15,11,0,54,0
332,8,299,35,573,2,3,5,10,1,1,1,0,31,32,4,1,12,3,229,355,3,16,0,110,205,525,653,970,70,1,1,0,25,0,0,1,0,0,60,0
333,8,295,556,324,1,5,5,6,1,1,13,1,61,61,5,0,51,25,98,274,21,15,0,510,623,126,652,643,39,1,1,0,21,0,0,26,4,0,65,0
334,8,303,802,999,1,6,1,11,31,6,0,0,38,39,1,0,10,5,355,761,5,16,0,375,233,488,651,630,25,1,1,0,28,0,0,5,0,0,65,0
335,8,302,620,386,3,3,1,18,62,8,7,2,38,39,1,0,10,29,839,827,21,13,0,611,878,182,650,867,30,1,0,0,11,4,0,26,4,0,35,0
336,8,313,497,27,1,5,1,5,31,19,16,2,15,15,1,0,6,24,839,827,20,10,0,527,878,211,649,27,71,1,0,0,20,0,0,25,4,0,65,0
337,8,324,102,453,1,5,1,40,36,22,0,2,15,15,9,0,6,26,839,827,20,11,0,446,878,877,648,431,64,1,0,0,23,0,0,25,4,0,54,0
338,8,304,383,784,1,6,5,11,42,28,1,0,15,15,1,1,6,229,269,399,168,16,0,115,869,783,647,144,54,1,1,0,11,11,0,1,11,0,70,0
339,8,311,115,1001,2,3,6,40,33,19,14,0,15,15,19,1,6,235,658,660,168,16,0,976,781,962,646,885,30,0,1,0,29,11,0,1,11,0,22,0
340,8,89,228,598,3,3,5,18,42,1,13,0,15,15,4,1,6,225,593,687,167,16,0,102,118,591,645,251,54,1,4,0,21,10,0,30,11,0,5,1
341,8,337,162,654,1,5,1,6,31,11,12,1,31,32,0,1,12,227,414,215,167,16,0,193,539,644,1066,86,59,1,1,0,24,10,0,30,11,0,73,0
342,8,314,353,401,2,3,8,27,57,19,4,0,15,15,15,1,6,230,314,314,164,16,0,803,134,424,644,960,64,1,1,0,22,11,0,25,11,0,1,0
343,8,319,739,363,1,5,8,14,53,23,13,0,15,15,10,2,6,27,3,137,18,16,0,912,238,737,643,24,51,1,1,0,24,0,0,24,0,0,0,0
344,8,310,929,882,1,5,5,1,49,1,16,0,15,15,0,1,6,224,839,212,162,10,0,261,314,243,642,494,4,1,1,1,20,10,0,11,11,0,54,0
345,8,323,178,50,1,6,5,3,32,6,2,2,15,15,1,1,6,225,839,827,162,13,0,521,878,471,641,176,30,1,0,0,21,10,0,11,11,0,45,0
346,8,329,120,455,1,5,6,32,33,11,16,2,15,15,18,1,6,223,839,827,163,11,0,40,878,222,640,839,70,1,0,0,19,10,0,22,11,0,65,0
347,8,329,300,253,3,3,6,40,31,25,14,0,31,32,5,1,12,221,690,76,167,16,0,573,358,616,639,970,30,1,4,0,16,10,0,30,11,0,17,0
348,8,321,121,740,1,6,5,11,69,29,10,0,15,15,0,1,6,223,809,212,160,16,0,748,49,34,638,892,4,1,1,0,19,10,0,21,10,0,22,0
349,8,405,69,454,3,3,1,40,50,8,1,0,38,39,15,1,10,222,93,199,207,16,0,904,208,48,637,969,45,1,1,0,18,10,0,25,2,0,66,1
350,8,339,838,419,1,5,1,18,39,6,16,0,15,15,0,1,6,25,818,9,18,15,0,231,312,500,636,892,4,1,1,0,21,0,0,24,0,0,22,0
351,8,336,466,480,1,5,1,6,31,19,0,0,15,15,4,1,6,222,726,89,158,16,0,836,545,580,635,232,74,1,1,2,18,10,0,19,10,0,1,0
352,8,338,864,577,1,5,1,40,36,3,0,0,31,32,15,1,12,219,299,261,167,16,0,143,26,360,1065,45,64,1,1,0,14,10,0,30,11,0,20,1
353,8,340,479,522,1,5,1,25,31,6,1,2,15,15,1,1,6,213,839,827,153,3,0,430,741,843,634,638,30,1,0,0,7,10,0,13,10,0,54,0
354,8,345,321,991,3,3,5,6,60,7,7,2,38,39,1,0,10,25,839,827,18,11,0,147,878,265,633,747,42,1,0,0,21,0,0,24,0,0,22,1
355,8,345,955,630,1,5,5,6,59,1,0,0,94,94,5,1,5,198,156,720,145,16,0,811,435,773,1064,160,30,1,1,1,20,9,0,28,10,0,2,1
356,8,349,51,680,1,6,6,32,33,6,14,0,38,39,4,2,10,200,41,195,141,16,0,961,654,504,632,29,64,1,1,0,23,9,0,24,9,0,1,0
357,8,360,982,660,3,3,8,11,57,25,10,0,15,15,1,1,6,200,49,162,142,16,0,208,379,929,1063,382,59,1,3,0,23,9,0,0,10,0,22,0
358,8,361,675,702,3,3,6,40,33,3,13,0,38,39,18,1,10,200,577,200,140,16,0,666,68,515,631,276,30,1,1,0,23,9,0,23,9,0,0,1
359,8,365,628,109,2,3,0,18,69,29,15,0,38,39,4,1,10,199,42,165,140,16,0,858,269,342,630,959,42,1,1,0,21,9,0,23,9,0,1,0
360,8,363,657,220,2,3,7,32,38,14,2,0,61,61,4,1,51,193,383,498,148,16,0,88,117,888,1062,39,64,1,1,0,15,9,0,5,10,0,25,0
361,8,373,308,649,1,5,1,18,39,3,16,2,38,39,0,1,10,193,839,827,171,11,0,471,878,676,1061,613,4,1,0,0,15,9,0,4,11,0,56,0
362,8,369,534,561,3,3,1,40,36,3,11,2,38,39,5,1,10,191,839,827,138,11,0,559,878,453,629,528,30,1,0,0,12,9,0,18,9,0,60,0
363,8,423,330,325,1,5,1,31,31,3,16,0,15,15,8,1,6,192,779,397,137,16,0,924,642,688,1060,18,45,1,1,0,14,9,0,16,9,0,22,0
364,8,377,186,528,3,3,5,11,59,1,13,0,38,39,5,1,10,192,725,719,137,16,0,248,644,711,1059,828,54,1,1,0,14,9,0,16,9,0,22,0
365,8,382,1037,322,1,5,6,0,37,3,16,0,15,15,0,1,6,192,680,607,137,16,0,109,619,623,628,784,4,1,1,0,14,9,0,16,9,0,22,0
366,8,384,466,47,1,5,7,23,13,10,16,0,15,15,1,1,6,189,617,520,137,16,0,336,103,358,627,157,30,1,1,2,9,9,0,16,9,0,60,0
367,8,382,764,212,1,5,1,30,31,19,16,0,38,39,18,1,10,188,683,219,137,16,0,432,467,59,626,957,70,1,1,0,8,9,0,16,9,0,65,0
368,8,381,963,80,1,5,8,5,57,20,16,2,61,61,1,1,51,186,839,574,133,10,0,195,412,720,625,678,64,1,4,1,6,9,0,8,9,0,22,0
369,8,382,963,80,1,5,8,5,57,20,15,0,15,15,0,1,6,186,431,601,133,16,0,86,168,38,624,118,4,1,4,1,6,9,0,8,9,0,22,0
370,8,385,452,797,3,3,1,6,31,3,0,1,31,32,1,1,12,184,433,427,132,16,0,856,158,778,623,780,70,1,1,0,3,9,0,6,9,0,35,0
371,8,13,466,483,1,5,0,6,69,29,1,0,38,39,5,1,10,182,403,37,130,16,0,841,604,552,1058,207,4,1,1,2,1,9,0,2,9,0,1,1
372,8,386,318,815,1,5,8,18,28,20,16,0,61,61,19,1,51,182,681,118,138,16,0,723,876,172,1057,917,54,0,4,0,1,9,0,18,9,0,17,0
373,8,391,932,917,1,6,7,18,17,15,13,0,61,61,0,1,51,181,455,575,129,16,0,349,181,55,622,96,4,1,4,0,30,9,0,1,9,0,1,0
374,8,393,889,380,1,5,8,14,53,20,16,0,31,32,1,2,12,17,2,135,19,16,0,415,472,235,621,317,59,1,1,0,12,0,0,0,4,0,7,0
375,8,395,341,908,1,5,8,11,35,8,16,0,15,15,19,1,6,179,212,368,128,16,0,976,563,962,620,499,30,0,1,0,28,9,0,30,9,0,22,0
376,8,399,44,398,1,5,1,2,31,19,1,0,38,39,0,1,10,175,191,91,127,16,0,934,248,899,619,20,4,1,1,0,22,9,0,29,9,0,54,0
377,8,0,753,791,3,3,0,31,69,29,10,2,15,15,5,1,6,176,839,827,127,3,0,311,111,419,618,696,30,1,0,0,25,9,0,29,9,0,45,1
378,8,413,679,45,1,6,8,24,57,20,11,0,15,15,0,1,6,175,408,807,137,16,0,678,581,959,1056,239,54,1,1,0,22,9,0,16,9,0,24,0
379,8,408,99,497,3,3,0,31,69,29,2,2,31,32,19,1,12,171,839,632,133,10,0,721,337,11,1055,937,33,0,4,0,20,8,0,8,9,0,21,0
380,8,411,647,754,3,3,1,31,50,8,9,0,31,32,10,1,12,172,266,422,130,16,0,92,343,964,1054,236,4,1,4,0,21,8,0,2,9,0,7,1
381,8,9,350,1015,3,3,8,40,30,20,1,0,15,15,1,1,6,170,661,667,124,16,0,431,872,368,617,582,30,1,4,0,19,8,0,22,9,0,60,0
382,8,412,539,304,3,3,9,1,33,3,14,0,15,15,1,1,6,169,18,65,121,16,0,122,863,569,1053,773,64,1,4,0,18,8,0,20,8,0,22,0
383,8,417,53,1022,3,3,7,10,16,24,3,2,31,32,1,1,12,169,839,188,121,10,0,913,750,291,616,128,46,1,4,0,18,8,0,20,8,0,22,0
384,8,415,847,145,1,5,8,13,28,20,16,0,61,61,5,1,51,167,167,174,131,16,0,743,463,478,615,704,64,1,1,0,16,8,0,3,9,0,20,0
385,8,433,451,870,1,5,8,11,53,20,13,0,43,43,0,1,66,166,37,392,123,16,0,96,407,925,614,203,4,1,1,0,15,8,0,11,9,0,73,1
386,8,22,907,609,1,5,8,24,57,20,13,0,38,39,1,1,10,164,656,745,118,16,0,909,742,602,613,633,4,1,4,0,13,8,0,17,8,0,45,1
387,8,14,108,683,2,3,1,11,50,8,7,0,31,32,19,1,12,12,96,444,21,16,0,539,398,247,612,252,59,0,1,0,6,0,0,26,4,0,24,0
388,8,430,924,264,1,5,8,24,57,20,2,0,15,15,0,1,6,161,484,292,114,15,0,116,223,262,611,64,4,1,1,0,9,8,0,10,8,0,1,0
389,8,430,720,502,3,3,8,33,30,20,1,2,28,29,5,1,7,157,839,827,118,4,0,7,878,578,610,346,38,1,0,0,5,8,0,17,8,0,5,0
390,8,428,54,172,1,2,5,40,69,29,7,0,31,32,8,1,12,157,485,550,114,16,0,6,732,575,609,735,70,1,4,0,5,8,0,10,8,0,54,0
391,8,27,152,301,3,3,0,5,69,29,0,0,31,32,11,1,12,18,554,179,34,15,0,580,720,473,1052,87,4,1,1,0,13,0,0,14,4,0,38,1
392,8,432,713,973,3,3,6,40,33,3,1,0,61,61,4,1,51,157,483,205,114,16,0,439,454,28,608,992,30,1,1,0,5,8,0,10,8,0,54,0
393,8,1,561,91,3,3,6,7,6,3,0,1,38,39,1,2,10,19,768,0,14,16,0,536,246,716,607,258,54,1,4,0,14,0,0,17,0,0,35,1
394,8,434,26,413,3,3,5,32,59,28,1,0,15,15,0,1,6,154,538,746,116,16,0,113,22,233,606,111,59,1,4,0,2,8,0,13,8,0,2,0
395,8,440,970,705,1,4,6,40,33,3,16,0,61,61,10,1,51,154,344,679,111,16,0,607,849,795,605,304,51,1,2,0,2,8,0,5,8,0,35,0
396,8,2,494,137,3,3,1,1,31,3,3,2,38,39,4,1,10,154,839,827,111,11,0,682,878,754,1051,32,64,1,0,0,2,8,0,5,8,0,35,0
397,8,436,724,355,1,5,1,40,69,29,16,0,15,15,10,1,6,153,342,490,111,16,0,278,749,898,604,629,51,1,2,0,1,8,0,5,8,0,45,0
398,8,5,888,610,1,5,1,37,8,17,1,0,61,61,14,2,51,13,602,334,12,16,0,389,620,271,603,188,70,1,1,0,7,0,0,15,0,0,65,1
399,8,441,347,444,1,5,5,4,69,29,16,0,15,15,15,1,6,140,346,34,111,16,0,571,852,293,1050,942,54,1,1,0,18,7,0,5,8,0,21,0
400,8,17,1000,124,3,3,6,32,33,3,14,0,31,32,0,1,12,147,826,127,201,16,0,922,291,385,602,65,4,1,4,0,22,8,0,17,1,0,13,0
401,8,19,1038,517,3,3,0,32,69,29,13,0,61,61,1,1,51,151,245,69,107,16,0,772,351,146,601,896,4,1,1,0,29,8,0,1,8,0,22,0
402,8,21,690,965,3,3,5,40,49,1,3,0,38,39,5,1,10,151,760,86,111,16,0,926,543,635,600,551,4,1,4,0,29,8,0,5,8,0,60,1
403,8,111,574,490,1,6,5,18,42,28,13,0,31,32,5,1,12,146,13,457,122,16,0,475,203,730,599,664,70,1,1,0,11,8,0,0,9,0,34,1
404,8,156,342,96,3,3,5,6,26,28,11,0,15,15,1,1,6,147,107,46,107,16,0,205,650,296,598,522,23,1,1,0,22,8,0,1,8,0,65,1
405,8,376,264,367,1,5,0,7,69,29,16,0,31,32,5,1,12,137,154,312,106,16,0,906,301,624,597,186,23,1,4,0,15,7,0,28,8,0,15,1
406,8,337,851,854,1,5,1,15,31,11,12,0,31,32,19,1,12,140,292,418,109,16,0,283,599,452,596,945,30,0,1,0,18,7,0,3,8,0,19,0
407,8,346,962,259,1,5,1,40,36,11,1,0,63,64,1,1,28,137,488,751,101,16,0,246,786,953,595,596,59,1,1,1,15,7,0,20,7,0,54,0
408,8,410,908,794,1,5,5,40,49,1,16,0,43,43,1,1,66,134,822,420,104,16,0,953,497,380,594,400,54,1,1,1,12,7,0,24,7,0,5,1
409,8,181,19,111,3,3,6,6,31,25,10,0,15,15,18,1,6,136,609,293,98,16,0,156,353,140,593,64,70,1,1,0,14,7,0,16,7,0,22,0
410,8,248,754,265,1,5,5,40,49,28,9,0,31,32,1,1,12,135,778,419,102,16,0,240,851,685,592,970,4,1,4,0,13,7,0,21,7,0,70,0
411,8,297,881,61,1,5,6,10,37,23,16,0,38,39,1,2,10,16,582,758,11,16,0,568,788,177,591,197,4,1,1,0,10,0,0,14,0,0,35,0
412,8,14,177,840,3,3,5,31,59,1,2,1,15,15,14,1,6,131,509,708,94,16,0,740,361,908,590,545,38,1,1,0,8,7,0,12,7,0,35,0
413,8,30,874,1021,3,3,6,10,37,3,1,0,31,32,1,1,12,126,341,776,90,16,0,563,551,565,589,456,70,1,1,0,3,7,0,5,7,0,22,1
414,8,32,748,603,1,5,8,15,57,20,14,0,15,15,1,1,6,121,615,250,89,16,0,652,30,457,588,478,59,1,4,0,28,7,0,4,7,0,60,1
415,8,34,238,557,3,3,0,36,69,29,10,0,31,32,5,1,12,120,340,249,90,16,0,693,262,840,587,236,59,1,1,0,27,7,0,5,7,0,70,1
416,8,39,173,267,3,3,0,6,69,29,9,0,38,39,4,1,10,123,309,715,89,16,0,614,562,866,1049,326,64,1,1,0,30,7,0,4,7,0,45,0
417,8,169,993,167,3,3,8,15,57,25,2,0,61,61,1,1,51,123,243,366,88,16,0,97,206,98,586,91,30,1,4,0,30,7,0,1,7,0,1,0
418,7,225,920,469,3,3,1,7,50,8,1,1,15,15,1,1,6,121,241,367,88,16,0,310,457,24,585,715,70,1,1,0,28,7,0,1,7,0,35,1
419,7,263,667,192,3,3,7,31,4,14,1,2,15,15,5,1,6,113,839,827,84,1,2,309,878,536,584,863,64,1,0,0,21,6,0,22,7,0,45,0
420,7,285,780,471,3,3,5,36,42,28,1,0,61,61,5,1,51,115,59,161,84,15,0,487,371,312,583,592,4,1,4,0,0,7,0,22,7,0,22,0
421,7,313,377,582,1,2,8,40,30,4,12,0,15,15,0,1,6,115,57,341,84,15,0,596,294,641,582,875,4,1,1,0,0,7,0,22,7,0,22,0
422,7,348,818,906,3,3,6,10,37,3,0,2,15,15,1,1,6,114,839,827,84,10,0,268,878,804,581,887,30,1,0,1,23,6,0,22,7,0,35,0
423,7,348,818,906,2,3,6,10,37,3,1,0,38,39,1,1,10,115,343,453,111,16,0,390,825,604,580,841,54,1,4,1,0,7,0,5,8,0,50,0
424,7,374,927,1035,3,3,5,6,34,28,1,0,15,15,0,1,6,109,774,308,81,16,0,845,490,35,579,320,4,1,1,0,17,6,0,21,6,0,45,1
425,7,389,64,218,3,3,1,32,50,8,1,0,15,15,19,1,6,110,31,777,83,16,0,608,739,948,578,499,30,0,1,0,18,6,0,11,7,0,60,0
426,7,50,448,100,3,3,5,40,48,1,2,2,15,15,1,1,6,104,839,827,78,3,0,930,552,61,577,774,30,1,0,0,12,6,0,16,6,0,45,0
427,7,67,461,613,1,1,0,22,69,29,16,0,2,3,1,1,9,101,560,621,76,15,0,166,701,93,576,922,4,1,1,0,7,6,0,14,6,0,60,1
428,7,88,478,1040,1,1,8,24,25,4,13,0,28,29,0,1,7,100,448,222,74,15,0,136,660,927,575,351,4,1,1,0,6,6,0,9,6,0,35,0
429,7,59,747,685,3,3,6,31,69,29,2,0,31,32,4,1,12,98,339,678,90,16,0,477,518,651,574,561,64,1,1,0,4,6,0,5,7,0,37,0
430,7,75,608,154,3,3,6,6,31,4,7,0,61,61,0,1,51,88,262,449,69,15,0,400,281,911,573,139,4,1,1,0,22,6,0,2,6,0,70,0
431,7,59,371,792,3,3,1,18,62,8,0,2,2,3,4,0,9,8,839,276,9,10,0,299,751,12,572,623,45,1,1,0,1,0,0,9,0,0,70,1
432,7,75,814,788,3,3,2,40,33,4,1,0,79,79,5,2,47,74,643,410,56,16,0,754,621,693,571,120,30,1,1,0,12,5,0,14,5,0,22,1
433,7,77,799,843,1,1,5,34,49,1,16,0,79,79,0,1,47,291,301,725,213,16,0,366,607,495,570,290,54,1,1,0,2,2,0,3,2,0,1,1
434,7,81,743,1011,3,3,0,6,69,29,13,0,2,3,19,1,9,278,118,173,207,15,0,749,848,627,569,922,64,0,1,0,21,1,0,25,2,0,60,1
435,7,86,258,447,3,3,2,11,3,4,12,0,79,79,15,1,47,276,786,28,203,16,0,72,41,818,568,311,64,1,4,0,19,1,0,21,1,0,22,0
436,7,101,335,866,3,3,1,31,58,4,0,2,38,39,16,1,10,270,51,827,226,8,0,44,167,350,567,10,30,1,0,0,13,1,0,21,2,0,44,0
437,7,107,158,859,3,3,0,39,69,29,3,1,79,79,1,1,47,5,230,556,3,16,0,323,492,69,566,417,46,1,1,0,28,0,0,1,0,0,35,0
438,7,120,706,181,1,1,6,40,31,4,1,0,79,79,1,1,47,267,322,374,196,16,0,793,129,742,565,820,71,1,4,0,8,1,0,9,1,0,1,0
439,7,113,730,488,3,3,6,6,31,4,12,2,2,3,4,0,9,30,839,827,21,11,0,747,878,909,564,632,16,1,0,0,22,4,0,26,4,0,22,0
440,7,116,550,620,3,3,5,39,69,29,1,0,36,37,16,1,63,25,175,445,45,16,0,317,509,76,563,227,30,1,1,0,21,0,0,29,5,0,43,0
441,7,120,153,634,3,3,8,11,53,4,5,0,2,3,8,2,9,24,798,78,16,16,0,668,704,105,562,578,64,1,1,0,20,0,0,21,0,0,1,0
442,7,120,1002,861,3,3,7,40,46,10,2,0,2,3,1,1,9,183,723,120,137,16,0,229,867,409,561,600,70,1,4,0,2,9,0,16,9,0,8,0
443,7,121,197,297,3,3,6,40,31,4,14,0,79,79,5,1,47,167,296,818,130,16,0,815,864,44,560,820,30,1,4,0,16,8,0,2,9,0,19,1
444,7,151,635,371,1,2,7,32,38,15,13,0,89,89,15,1,2,159,69,528,118,16,0,872,274,563,559,360,65,1,1,0,7,8,0,17,8,0,73,0
445,7,128,500,395,1,0,0,23,69,29,16,2,79,79,5,1,47,154,839,827,116,11,0,727,878,398,558,458,31,1,0,0,2,8,0,13,8,0,2,0
446,7,133,340,116,3,3,6,40,31,4,5,0,2,3,4,1,9,106,58,814,84,16,0,340,241,549,557,168,30,1,1,0,14,6,0,22,7,0,5,0
447,7,132,644,512,3,3,7,6,9,27,3,2,47,47,5,1,83,90,839,827,74,13,0,285,878,791,556,833,30,1,0,0,26,6,0,9,6,0,8,0
448,7,141,673,691,3,3,8,24,57,4,1,0,47,47,0,1,83,9,550,55,11,16,0,476,256,299,555,849,4,1,1,0,2,0,0,14,0,0,5,0
449,7,143,299,962,1,2,7,24,55,15,1,0,47,47,11,0,83,63,335,704,51,16,0,821,408,104,554,618,5,1,3,0,30,5,0,5,5,0,54,0
450,7,140,671,524,3,3,5,18,43,1,2,0,47,47,1,0,83,56,258,564,45,16,0,505,282,173,553,292,4,1,1,0,11,5,0,29,5,0,60,1
451,7,161,1028,1,3,3,7,32,4,10,14,0,47,47,5,1,83,50,129,282,43,16,0,543,2,240,1048,662,59,1,4,0,15,4,0,27,5,0,5,0
452,7,159,59,712,3,3,7,3,4,15,10,0,47,47,4,1,83,88,423,596,73,15,0,419,144,545,552,739,64,1,1,0,22,6,0,8,6,0,11,0
453,7,159,719,841,3,3,5,32,34,28,13,0,47,47,4,1,83,49,669,107,37,15,0,358,43,295,551,394,74,1,1,0,14,4,0,18,4,0,45,0
454,7,212,573,954,3,3,1,29,35,8,13,0,47,47,1,1,83,48,637,734,35,15,0,32,638,5,550,418,70,1,4,0,13,4,0,15,4,0,22,0
455,7,179,537,376,3,3,8,10,57,4,7,2,47,47,16,1,83,315,250,827,231,3,0,191,675,663,1047,348,71,1,0,0,27,3,0,27,3,0,0,0
456,7,173,844,318,3,3,7,18,69,29,3,0,47,47,4,1,83,294,142,272,231,16,0,648,560,508,549,737,64,1,4,0,5,2,0,27,3,0,25,0
457,7,189,37,58,3,3,6,30,31,23,5,0,47,47,1,1,83,292,692,755,223,16,0,508,390,849,1046,989,70,1,4,0,3,2,0,18,2,0,11,0
458,7,182,715,551,3,3,1,31,33,4,2,2,47,47,19,1,83,293,764,133,215,9,0,976,342,962,1045,848,30,0,4,0,4,2,0,5,2,0,1,1
459,7,198,172,394,2,3,7,6,41,14,0,0,47,47,4,1,83,286,321,724,210,16,0,168,336,221,1044,620,71,1,1,0,27,2,0,28,2,0,1,0
460,7,191,605,101,1,1,7,40,46,15,13,0,47,47,4,1,83,272,165,668,209,16,0,523,613,636,1043,283,70,1,1,0,15,1,0,27,2,0,11,0
461,7,194,828,606,3,3,0,39,69,29,14,2,55,55,5,1,75,264,384,827,193,4,0,212,878,729,548,980,51,1,0,0,5,1,0,6,1,0,1,1
462,7,207,1005,918,3,3,6,10,65,19,1,1,47,47,8,1,83,258,435,580,189,16,0,758,48,168,547,101,74,1,4,0,28,1,0,30,1,0,22,0
463,7,213,741,868,3,3,6,11,31,21,14,0,47,47,5,2,83,30,282,185,23,16,0,359,341,772,546,755,68,1,1,0,22,4,0,29,4,0,54,0
464,7,220,882,858,1,1,7,18,17,10,0,0,47,47,1,1,83,235,164,234,186,16,0,289,666,955,545,990,70,1,4,0,29,11,0,25,1,0,29,0
465,7,226,431,353,3,3,1,29,69,29,2,0,47,47,14,1,83,216,574,718,153,16,0,486,21,313,1042,438,64,1,4,0,10,10,0,13,10,0,22,0
466,7,224,826,133,1,1,8,40,30,4,16,2,47,47,5,0,83,20,839,827,16,3,0,442,606,251,544,353,30,1,0,0,15,0,0,21,0,0,60,0
467,7,229,435,907,3,3,7,30,4,14,7,0,47,47,5,1,83,174,64,424,124,16,0,875,392,109,543,332,70,1,1,0,11,9,0,22,9,0,1,0
468,7,234,1008,924,3,3,0,40,69,29,13,0,47,47,5,1,83,167,721,254,120,16,0,345,174,847,542,423,30,1,4,0,16,8,0,19,8,0,35,1
469,7,250,400,219,1,0,3,31,63,29,16,0,47,47,4,1,83,161,510,17,115,16,0,936,310,755,541,615,73,1,1,0,9,8,0,12,8,0,22,0
470,7,263,346,756,3,3,6,6,31,21,14,2,47,47,4,1,83,149,839,827,109,11,0,507,878,759,540,301,71,1,0,0,27,8,0,3,8,0,60,0
471,7,267,783,623,3,3,6,40,31,19,0,1,47,47,1,1,83,3,601,764,13,16,0,221,375,865,539,619,54,1,1,0,25,0,0,16,0,0,23,0
472,7,257,817,567,1,2,7,7,38,10,2,0,47,47,1,1,83,126,400,626,92,16,0,862,744,17,538,934,72,1,4,0,3,7,0,7,7,0,45,0
473,7,257,297,224,3,3,8,40,57,19,0,1,47,47,0,1,83,13,548,4,11,16,0,253,368,18,537,219,4,1,1,0,7,0,0,14,0,0,60,0
474,7,257,247,863,1,0,3,11,61,29,16,0,47,47,1,1,83,100,584,311,77,16,0,669,156,954,536,657,4,1,1,0,6,6,0,15,6,0,70,0
475,7,261,426,16,1,2,8,40,30,4,9,0,47,47,1,1,83,13,546,511,10,16,0,319,54,465,535,791,70,1,1,0,7,0,0,13,0,0,54,0
476,7,273,547,441,3,3,0,6,69,29,10,0,47,47,5,1,83,98,482,203,75,16,0,720,334,326,534,511,64,1,1,0,4,6,0,10,6,0,60,1
477,7,270,902,681,1,1,7,36,18,15,16,2,47,47,1,1,83,58,839,827,51,5,0,341,547,451,533,422,38,1,0,0,25,5,0,5,5,0,2,0
478,7,29,682,233,1,1,0,23,69,29,6,0,47,47,4,1,83,301,731,50,224,16,0,761,194,848,532,580,70,1,4,0,14,2,0,19,2,0,54,0
479,7,280,467,241,1,0,3,30,44,29,16,0,55,55,19,2,75,87,150,773,66,16,0,976,410,962,531,572,38,0,1,0,11,6,0,26,6,0,35,0
480,7,294,956,621,3,3,0,1,69,29,4,0,55,55,0,1,75,82,80,362,65,16,0,548,191,498,530,535,4,1,1,0,20,5,0,25,6,0,65,1
481,7,320,34,179,3,3,0,18,69,29,13,0,47,47,4,0,83,7,526,1,5,16,0,234,615,875,529,849,42,1,1,0,30,0,0,5,0,0,54,0
482,7,318,290,666,1,2,8,39,57,4,0,2,10,10,0,1,82,327,814,827,246,4,0,976,878,962,1041,907,30,0,0,0,12,3,0,19,3,0,65,0
483,7,317,505,235,3,3,0,31,69,29,3,2,33,34,4,1,14,324,704,731,239,6,0,197,441,25,1040,768,45,1,3,0,7,3,0,9,3,0,22,0
484,7,325,149,90,3,3,5,40,49,28,2,2,55,55,19,1,75,318,328,728,236,9,0,679,225,202,528,971,30,0,3,0,30,3,0,4,3,0,45,0
485,7,328,488,947,3,3,8,40,57,23,12,0,55,55,1,1,75,306,124,644,230,16,0,933,268,144,527,955,59,1,4,0,19,2,0,26,3,0,70,1
486,7,340,283,268,3,3,1,33,36,0,10,0,61,61,0,1,51,304,123,265,227,16,0,541,791,780,1039,190,4,1,1,0,17,2,0,11,3,0,65,1
487,7,334,898,51,3,3,0,11,69,29,1,0,55,55,1,1,75,305,767,406,225,15,0,388,157,298,526,982,4,1,1,0,18,2,0,20,2,0,22,0
488,7,338,610,427,2,3,7,23,13,10,2,2,10,10,4,1,82,303,275,691,233,6,0,57,220,513,525,183,73,1,4,0,16,2,0,1,3,0,17,0
489,7,340,352,837,3,3,8,14,57,17,3,0,10,10,0,1,82,302,736,268,224,16,0,820,277,73,524,132,4,1,4,0,15,2,0,19,2,0,45,0
490,7,341,535,123,1,1,8,34,30,3,16,2,55,55,1,1,75,304,839,827,224,3,0,697,700,533,523,408,54,1,0,0,17,2,0,19,2,0,22,0
491,7,348,25,554,1,4,6,32,33,3,16,0,63,64,1,1,28,290,277,408,226,16,0,941,705,683,522,538,54,1,4,0,1,2,0,21,2,0,21,0
492,7,6,104,475,1,2,1,33,36,4,14,0,60,60,0,1,4,298,580,753,221,16,0,63,617,396,521,625,4,1,1,0,10,2,0,14,2,0,35,1
493,7,356,935,40,1,1,0,24,69,29,13,0,61,61,0,1,51,292,495,269,215,16,0,81,567,723,520,124,4,1,1,0,3,2,0,5,2,0,22,0
